fips,cofips,tract,county,state,year,type,filings,filing_rate,threatened,threatened_rate,judgements,judgement_rate
12086007603,12086,Census Tract 76.03,Miami-Dade County,Florida,2009,observed,10.0,1.87,10.0,1.87,7.0,1.31
12086000414,12086,Census Tract 4.14,Miami-Dade County,Florida,2009,observed,89.0,11.2,84.0,10.57,59.0,7.42
12086015100,12086,Census Tract 151,Miami-Dade County,Florida,2009,observed,10.0,51.86,10.0,51.86,9.0,46.67
12086009312,12086,Census Tract 93.12,Miami-Dade County,Florida,2009,observed,44.0,4.61,42.0,4.4,24.0,2.51
12086004405,12086,Census Tract 44.05,Miami-Dade County,Florida,2009,observed,36.0,1.84,35.0,1.79,32.0,1.63
12086013200,12086,Census Tract 132,Miami-Dade County,Florida,2009,observed,5.0,0.96,4.0,0.77,3.0,0.58
12086004102,12086,Census Tract 41.02,Miami-Dade County,Florida,2009,observed,3.0,0.67,3.0,0.67,3.0,0.67
12086003921,12086,Census Tract 39.21,Miami-Dade County,Florida,2009,observed,6.0,5.14,6.0,5.14,6.0,5.14
12086007501,12086,Census Tract 75.01,Miami-Dade County,Florida,2009,observed,,,,,,
12086009309,12086,Census Tract 93.09,Miami-Dade County,Florida,2009,observed,7.0,0.8,7.0,0.8,7.0,0.8
12086009311,12086,Census Tract 93.11,Miami-Dade County,Florida,2009,observed,6.0,1.6,5.0,1.33,3.0,0.8
12086003912,12086,Census Tract 39.12,Miami-Dade County,Florida,2009,observed,25.0,2.88,24.0,2.77,18.0,2.08
12086000707,12086,Census Tract 7.07,Miami-Dade County,Florida,2009,observed,4.0,0.85,4.0,0.85,3.0,0.64
12086003911,12086,Census Tract 39.11,Miami-Dade County,Florida,2009,observed,55.0,7.39,53.0,7.12,41.0,5.51
12086980200,12086,Census Tract 9802,Miami-Dade County,Florida,2009,observed,,,,,,
12086002702,12086,Census Tract 27.02,Miami-Dade County,Florida,2009,observed,26.0,3.92,23.0,3.46,15.0,2.26
12086000601,12086,Census Tract 6.01,Miami-Dade County,Florida,2009,observed,5.0,1.27,5.0,1.27,4.0,1.02
12086005502,12086,Census Tract 55.02,Miami-Dade County,Florida,2009,observed,17.0,0.99,16.0,0.93,12.0,0.7
12086005904,12086,Census Tract 59.04,Miami-Dade County,Florida,2009,observed,8.0,1.61,8.0,1.61,6.0,1.2
12086010005,12086,Census Tract 100.05,Miami-Dade County,Florida,2009,observed,9.0,2.26,8.0,2.01,8.0,2.01
12086001004,12086,Census Tract 10.04,Miami-Dade County,Florida,2009,observed,47.0,5.48,45.0,5.25,33.0,3.85
12086006501,12086,Census Tract 65.01,Miami-Dade County,Florida,2009,observed,14.0,3.56,14.0,3.56,10.0,2.54
12086000901,12086,Census Tract 9.01,Miami-Dade County,Florida,2009,observed,34.0,9.81,33.0,9.52,30.0,8.65
12086016000,12086,Census Tract 160,Miami-Dade County,Florida,2009,observed,11.0,4.15,9.0,3.39,8.0,3.02
12086009023,12086,Census Tract 90.23,Miami-Dade County,Florida,2009,observed,36.0,7.42,35.0,7.21,27.0,5.56
12086006707,12086,Census Tract 67.07,Miami-Dade County,Florida,2009,observed,1.0,0.16,1.0,0.16,0.0,0.0
12086004406,12086,Census Tract 44.06,Miami-Dade County,Florida,2009,observed,55.0,6.08,53.0,5.86,36.0,3.98
12086006714,12086,Census Tract 67.14,Miami-Dade County,Florida,2009,observed,2.0,0.78,2.0,0.78,2.0,0.78
12086000209,12086,Census Tract 2.09,Miami-Dade County,Florida,2009,observed,76.0,4.47,73.0,4.3,53.0,3.12
12086009903,12086,Census Tract 99.03,Miami-Dade County,Florida,2009,observed,12.0,12.37,12.0,12.37,10.0,10.31
12086016900,12086,Census Tract 169,Miami-Dade County,Florida,2009,observed,6.0,3.76,6.0,3.76,6.0,3.76
12086001301,12086,Census Tract 13.01,Miami-Dade County,Florida,2009,observed,60.0,4.77,56.0,4.45,44.0,3.5
12086007604,12086,Census Tract 76.04,Miami-Dade County,Florida,2009,observed,13.0,1.21,11.0,1.02,11.0,1.02
12086005802,12086,Census Tract 58.02,Miami-Dade County,Florida,2009,observed,28.0,3.03,27.0,2.92,20.0,2.16
12086000804,12086,Census Tract 8.04,Miami-Dade County,Florida,2009,observed,16.0,1.87,15.0,1.76,10.0,1.17
12086006101,12086,Census Tract 61.01,Miami-Dade County,Florida,2009,observed,6.0,2.75,6.0,2.75,4.0,1.83
12086002202,12086,Census Tract 22.02,Miami-Dade County,Florida,2009,observed,36.0,4.39,34.0,4.14,28.0,3.41
12086008102,12086,Census Tract 81.02,Miami-Dade County,Florida,2009,observed,3.0,2.99,2.0,2.0,2.0,2.0
12086003001,12086,Census Tract 30.01,Miami-Dade County,Florida,2009,observed,22.0,2.13,22.0,2.13,22.0,2.13
12086007002,12086,Census Tract 70.02,Miami-Dade County,Florida,2009,observed,26.0,1.43,26.0,1.43,25.0,1.37
12086003703,12086,Census Tract 37.03,Miami-Dade County,Florida,2009,observed,24.0,16.1,23.0,15.43,15.0,10.06
12086010703,12086,Census Tract 107.03,Miami-Dade County,Florida,2009,observed,50.0,5.56,47.0,5.23,38.0,4.23
12086011401,12086,Census Tract 114.01,Miami-Dade County,Florida,2009,observed,73.0,4.29,70.0,4.12,52.0,3.06
12086005600,12086,Census Tract 56,Miami-Dade County,Florida,2009,observed,10.0,1.68,9.0,1.52,5.0,0.84
12086009044,12086,Census Tract 90.44,Miami-Dade County,Florida,2009,observed,6.0,345.62,6.0,345.62,3.0,172.81
12086007606,12086,Census Tract 76.06,Miami-Dade County,Florida,2009,observed,11.0,1.47,10.0,1.34,7.0,0.94
12086004103,12086,Census Tract 41.03,Miami-Dade County,Florida,2009,observed,24.0,3.59,22.0,3.29,18.0,2.69
12086009026,12086,Census Tract 90.26,Miami-Dade County,Florida,2009,observed,5.0,0.56,5.0,0.56,4.0,0.45
12086003004,12086,Census Tract 30.04,Miami-Dade County,Florida,2009,observed,22.0,1.26,21.0,1.2,18.0,1.03
12086017000,12086,Census Tract 170,Miami-Dade County,Florida,2009,observed,13.0,2.69,11.0,2.27,9.0,1.86
12086004701,12086,Census Tract 47.01,Miami-Dade County,Florida,2009,observed,2.0,0.59,2.0,0.59,2.0,0.59
12086000128,12086,Census Tract 1.28,Miami-Dade County,Florida,2009,observed,4.0,0.78,4.0,0.78,3.0,0.59
12086013800,12086,Census Tract 138,Miami-Dade County,Florida,2009,observed,26.0,2.46,26.0,2.46,15.0,1.42
12086010613,12086,Census Tract 106.13,Miami-Dade County,Florida,2009,observed,31.0,7.59,30.0,7.35,21.0,5.14
12086001006,12086,Census Tract 10.06,Miami-Dade County,Florida,2009,observed,17.0,2.69,17.0,2.69,16.0,2.53
12086000408,12086,Census Tract 4.08,Miami-Dade County,Florida,2009,observed,53.0,4.62,53.0,4.62,33.0,2.87
12086004000,12086,Census Tract 40,Miami-Dade County,Florida,2009,observed,12.0,2.33,12.0,2.33,9.0,1.75
12086005403,12086,Census Tract 54.03,Miami-Dade County,Florida,2009,observed,6.0,2.06,6.0,2.06,4.0,1.37
12086010204,12086,Census Tract 102.04,Miami-Dade County,Florida,2009,observed,9.0,3.02,9.0,3.02,6.0,2.01
12086018400,12086,Census Tract 184,Miami-Dade County,Florida,2009,observed,15.0,4.31,14.0,4.02,12.0,3.45
12086014300,12086,Census Tract 143,Miami-Dade County,Florida,2009,observed,2.0,3.47,2.0,3.47,1.0,1.73
12086008307,12086,Census Tract 83.07,Miami-Dade County,Florida,2009,observed,7.0,2.26,7.0,2.26,7.0,2.26
12086011005,12086,Census Tract 110.05,Miami-Dade County,Florida,2009,observed,8.0,0.73,8.0,0.73,5.0,0.46
12086008000,12086,Census Tract 80,Miami-Dade County,Florida,2009,observed,3.0,0.69,3.0,0.69,3.0,0.69
12086010009,12086,Census Tract 100.09,Miami-Dade County,Florida,2009,observed,10.0,5.26,10.0,5.26,6.0,3.16
12086010610,12086,Census Tract 106.10,Miami-Dade County,Florida,2009,observed,3.0,0.36,3.0,0.36,3.0,0.36
12086009035,12086,Census Tract 90.35,Miami-Dade County,Florida,2009,observed,26.0,2.5,24.0,2.3,24.0,2.3
12086000607,12086,Census Tract 6.07,Miami-Dade County,Florida,2009,observed,10.0,1.09,10.0,1.09,5.0,0.54
12086008101,12086,Census Tract 81.01,Miami-Dade County,Florida,2009,observed,2.0,2.63,2.0,2.63,2.0,2.63
12086009305,12086,Census Tract 93.05,Miami-Dade County,Florida,2009,observed,6.0,1.83,6.0,1.83,6.0,1.83
12086006302,12086,Census Tract 63.02,Miami-Dade County,Florida,2009,observed,7.0,0.91,7.0,0.91,6.0,0.78
12086005703,12086,Census Tract 57.03,Miami-Dade County,Florida,2009,observed,45.0,2.34,44.0,2.29,40.0,2.08
12086015200,12086,Census Tract 152,Miami-Dade County,Florida,2009,observed,8.0,7.04,8.0,7.04,5.0,4.4
12086004404,12086,Census Tract 44.04,Miami-Dade County,Florida,2009,observed,20.0,2.05,17.0,1.75,12.0,1.23
12086003914,12086,Census Tract 39.14,Miami-Dade County,Florida,2009,observed,36.0,4.4,35.0,4.28,29.0,3.55
12086008410,12086,Census Tract 84.10,Miami-Dade County,Florida,2009,observed,7.0,1.17,7.0,1.17,5.0,0.84
12086001603,12086,Census Tract 16.03,Miami-Dade County,Florida,2009,observed,3.0,0.24,3.0,0.24,3.0,0.24
12086020000,12086,Census Tract 200,Miami-Dade County,Florida,2009,observed,11.0,3.86,10.0,3.51,7.0,2.45
12086001901,12086,Census Tract 19.01,Miami-Dade County,Florida,2009,observed,94.0,8.51,92.0,8.33,78.0,7.07
12086002600,12086,Census Tract 26,Miami-Dade County,Florida,2009,observed,80.0,6.88,77.0,6.62,55.0,4.73
12086009807,12086,Census Tract 98.07,Miami-Dade County,Florida,2009,observed,40.0,3.97,38.0,3.77,13.0,1.29
12086017700,12086,Census Tract 177,Miami-Dade County,Florida,2009,observed,20.0,2.72,20.0,2.72,16.0,2.18
12086010300,12086,Census Tract 103,Miami-Dade County,Florida,2009,observed,10.0,2.59,9.0,2.33,7.0,1.81
12086007702,12086,Census Tract 77.02,Miami-Dade County,Florida,2009,observed,21.0,7.27,19.0,6.57,11.0,3.81
12086001402,12086,Census Tract 14.02,Miami-Dade County,Florida,2009,observed,116.0,8.43,112.0,8.14,84.0,6.1
12086000608,12086,Census Tract 6.08,Miami-Dade County,Florida,2009,observed,38.0,3.86,35.0,3.56,25.0,2.54
12086001102,12086,Census Tract 11.02,Miami-Dade County,Florida,2009,observed,12.0,7.55,12.0,7.55,9.0,5.66
12086003704,12086,Census Tract 37.04,Miami-Dade County,Florida,2009,observed,19.0,11.36,18.0,10.76,11.0,6.58
12086007807,12086,Census Tract 78.07,Miami-Dade County,Florida,2009,observed,7.0,2.14,7.0,2.14,4.0,1.22
12086013100,12086,Census Tract 131,Miami-Dade County,Florida,2009,observed,14.0,4.27,14.0,4.27,10.0,3.05
12086019800,12086,Census Tract 198,Miami-Dade County,Florida,2009,observed,7.0,3.12,7.0,3.12,5.0,2.23
12086003916,12086,Census Tract 39.16,Miami-Dade County,Florida,2009,observed,55.0,4.63,54.0,4.54,40.0,3.36
12086016200,12086,Census Tract 162,Miami-Dade County,Florida,2009,observed,4.0,2.9,4.0,2.9,3.0,2.18
12086009706,12086,Census Tract 97.06,Miami-Dade County,Florida,2009,observed,,,,,,
12086009803,12086,Census Tract 98.03,Miami-Dade County,Florida,2009,observed,15.0,13.86,14.0,12.94,12.0,11.09
12086008701,12086,Census Tract 87.01,Miami-Dade County,Florida,2009,observed,9.0,3.24,9.0,3.24,7.0,2.52
12086000218,12086,Census Tract 2.18,Miami-Dade County,Florida,2009,observed,19.0,3.29,19.0,3.29,14.0,2.42
12086013000,12086,Census Tract 130,Miami-Dade County,Florida,2009,observed,4.0,2.01,4.0,2.01,2.0,1.0
12086011404,12086,Census Tract 114.04,Miami-Dade County,Florida,2009,observed,18.0,3.25,18.0,3.25,12.0,2.16
12086008207,12086,Census Tract 82.07,Miami-Dade County,Florida,2009,observed,3.0,1.98,3.0,1.98,2.0,1.32
12086009015,12086,Census Tract 90.15,Miami-Dade County,Florida,2009,observed,18.0,3.09,18.0,3.09,14.0,2.4
12086003918,12086,Census Tract 39.18,Miami-Dade County,Florida,2009,observed,15.0,2.29,15.0,2.29,10.0,1.52
12086019900,12086,Census Tract 199,Miami-Dade County,Florida,2009,observed,35.0,14.35,34.0,13.94,25.0,10.25
12086980900,12086,Census Tract 9809,Miami-Dade County,Florida,2009,observed,,,,,,
12086017300,12086,Census Tract 173,Miami-Dade County,Florida,2009,observed,8.0,4.42,8.0,4.42,8.0,4.42
12086003922,12086,Census Tract 39.22,Miami-Dade County,Florida,2009,observed,15.0,15.59,14.0,14.56,10.0,10.4
12086014500,12086,Census Tract 145,Miami-Dade County,Florida,2009,observed,5.0,16.28,4.0,13.02,2.0,6.51
12086010606,12086,Census Tract 106.06,Miami-Dade County,Florida,2009,observed,8.0,3.48,8.0,3.48,5.0,2.18
12086012800,12086,Census Tract 128,Miami-Dade County,Florida,2009,observed,7.0,3.23,6.0,2.77,4.0,1.85
12086009022,12086,Census Tract 90.22,Miami-Dade County,Florida,2009,observed,1.0,0.14,1.0,0.14,1.0,0.14
12086000107,12086,Census Tract 1.07,Miami-Dade County,Florida,2009,observed,15.0,3.23,15.0,3.23,12.0,2.58
12086005201,12086,Census Tract 52.01,Miami-Dade County,Florida,2009,observed,37.0,1.7,37.0,1.7,26.0,1.2
12086005001,12086,Census Tract 50.01,Miami-Dade County,Florida,2009,observed,29.0,3.0,29.0,3.0,19.0,1.97
12086009314,12086,Census Tract 93.14,Miami-Dade County,Florida,2009,observed,7.0,0.8,7.0,0.8,4.0,0.46
12086009704,12086,Census Tract 97.04,Miami-Dade County,Florida,2009,observed,12.0,7.8,11.0,7.15,9.0,5.85
12086000505,12086,Census Tract 5.05,Miami-Dade County,Florida,2009,observed,37.0,6.29,35.0,5.95,30.0,5.1
12086000307,12086,Census Tract 3.07,Miami-Dade County,Florida,2009,observed,9.0,4.31,9.0,4.31,8.0,3.83
12086006602,12086,Census Tract 66.02,Miami-Dade County,Florida,2009,observed,37.0,1.75,37.0,1.75,25.0,1.18
12086009600,12086,Census Tract 96,Miami-Dade County,Florida,2009,observed,79.0,6.05,75.0,5.74,51.0,3.91
12086000216,12086,Census Tract 2.16,Miami-Dade County,Florida,2009,observed,9.0,1.91,9.0,1.91,5.0,1.06
12086006002,12086,Census Tract 60.02,Miami-Dade County,Florida,2009,observed,5.0,1.9,5.0,1.9,5.0,1.9
12086011500,12086,Census Tract 115,Miami-Dade County,Florida,2009,observed,20.0,4.68,20.0,4.68,13.0,3.04
12086009307,12086,Census Tract 93.07,Miami-Dade County,Florida,2009,observed,57.0,4.59,57.0,4.59,35.0,2.82
12086008502,12086,Census Tract 85.02,Miami-Dade County,Florida,2009,observed,,,,,,
12086005704,12086,Census Tract 57.04,Miami-Dade County,Florida,2009,observed,37.0,1.69,37.0,1.69,33.0,1.51
12086000109,12086,Census Tract 1.09,Miami-Dade County,Florida,2009,observed,79.0,10.17,76.0,9.78,53.0,6.82
12086008407,12086,Census Tract 84.07,Miami-Dade County,Florida,2009,observed,7.0,1.05,7.0,1.05,5.0,0.75
12086000130,12086,Census Tract 1.30,Miami-Dade County,Florida,2009,observed,7.0,3.03,7.0,3.03,4.0,1.73
12086006102,12086,Census Tract 61.02,Miami-Dade County,Florida,2009,observed,5.0,1.96,5.0,1.96,4.0,1.57
12086006705,12086,Census Tract 67.05,Miami-Dade County,Florida,2009,observed,,,,,,
12086006706,12086,Census Tract 67.06,Miami-Dade County,Florida,2009,observed,2.0,0.29,2.0,0.29,2.0,0.29
12086018500,12086,Census Tract 185,Miami-Dade County,Florida,2009,observed,60.0,11.32,49.0,9.24,28.0,5.28
12086001002,12086,Census Tract 10.02,Miami-Dade County,Florida,2009,observed,59.0,11.32,58.0,11.13,44.0,8.44
12086013400,12086,Census Tract 134,Miami-Dade County,Florida,2009,observed,6.0,0.45,6.0,0.45,4.0,0.3
12086002003,12086,Census Tract 20.03,Miami-Dade County,Florida,2009,observed,38.0,4.22,35.0,3.88,32.0,3.55
12086000412,12086,Census Tract 4.12,Miami-Dade County,Florida,2009,observed,24.0,1.79,24.0,1.79,19.0,1.42
12086006711,12086,Census Tract 67.11,Miami-Dade County,Florida,2009,observed,3.0,1.54,3.0,1.54,2.0,1.02
12086017800,12086,Census Tract 178,Miami-Dade County,Florida,2009,observed,57.0,5.38,52.0,4.91,41.0,3.87
12086008419,12086,Census Tract 84.19,Miami-Dade County,Florida,2009,observed,39.0,5.86,32.0,4.81,25.0,3.76
12086004204,12086,Census Tract 42.04,Miami-Dade County,Florida,2009,observed,23.0,1.53,20.0,1.33,17.0,1.13
12086004205,12086,Census Tract 42.05,Miami-Dade County,Florida,2009,observed,18.0,2.71,18.0,2.71,13.0,1.96
12086015800,12086,Census Tract 158,Miami-Dade County,Florida,2009,observed,6.0,2.27,6.0,2.27,5.0,1.89
12086001802,12086,Census Tract 18.02,Miami-Dade County,Florida,2009,observed,39.0,7.17,36.0,6.62,29.0,5.33
12086000127,12086,Census Tract 1.27,Miami-Dade County,Florida,2009,observed,10.0,7.11,10.0,7.11,7.0,4.98
12086002300,12086,Census Tract 23,Miami-Dade County,Florida,2009,observed,36.0,4.95,32.0,4.4,25.0,3.44
12086000219,12086,Census Tract 2.19,Miami-Dade County,Florida,2009,observed,93.0,8.32,92.0,8.23,72.0,6.44
12086006900,12086,Census Tract 69,Miami-Dade County,Florida,2009,observed,22.0,2.38,21.0,2.27,19.0,2.05
12086018600,12086,Census Tract 186,Miami-Dade County,Florida,2009,observed,38.0,6.23,35.0,5.74,22.0,3.61
12086004203,12086,Census Tract 42.03,Miami-Dade County,Florida,2009,observed,101.0,11.22,84.0,9.33,61.0,6.78
12086001206,12086,Census Tract 12.06,Miami-Dade County,Florida,2009,observed,16.0,7.37,15.0,6.91,11.0,5.07
12086008803,12086,Census Tract 88.03,Miami-Dade County,Florida,2009,observed,2.0,0.45,2.0,0.45,1.0,0.23
12086000504,12086,Census Tract 5.04,Miami-Dade County,Florida,2009,observed,36.0,4.23,33.0,3.88,28.0,3.29
12086010614,12086,Census Tract 106.14,Miami-Dade County,Florida,2009,observed,39.0,5.87,37.0,5.57,32.0,4.82
12086014800,12086,Census Tract 148,Miami-Dade County,Florida,2009,observed,41.0,6.52,35.0,5.56,23.0,3.66
12086001203,12086,Census Tract 12.03,Miami-Dade County,Florida,2009,observed,107.0,5.78,102.0,5.51,77.0,4.16
12086000305,12086,Census Tract 3.05,Miami-Dade County,Florida,2009,observed,132.0,9.77,130.0,9.62,96.0,7.11
12086019700,12086,Census Tract 197,Miami-Dade County,Florida,2009,observed,1.0,1.06,1.0,1.06,1.0,1.06
12086016100,12086,Census Tract 161,Miami-Dade County,Florida,2009,observed,4.0,1.07,4.0,1.07,3.0,0.8
12086001701,12086,Census Tract 17.01,Miami-Dade County,Florida,2009,observed,36.0,6.39,34.0,6.03,28.0,4.97
12086000121,12086,Census Tract 1.21,Miami-Dade County,Florida,2009,observed,8.0,1.92,8.0,1.92,7.0,1.68
12086019500,12086,Census Tract 195,Miami-Dade County,Florida,2009,observed,12.0,5.57,12.0,5.57,11.0,5.11
12086002502,12086,Census Tract 25.02,Miami-Dade County,Florida,2009,observed,32.0,3.16,31.0,3.06,22.0,2.17
12086000119,12086,Census Tract 1.19,Miami-Dade County,Florida,2009,observed,32.0,8.87,30.0,8.32,13.0,3.6
12086014700,12086,Census Tract 147,Miami-Dade County,Florida,2009,observed,28.0,4.24,28.0,4.24,19.0,2.87
12086000402,12086,Census Tract 4.02,Miami-Dade County,Florida,2009,observed,17.0,9.09,17.0,9.09,14.0,7.49
12086000131,12086,Census Tract 1.31,Miami-Dade County,Florida,2009,observed,9.0,6.96,9.0,6.96,6.0,4.64
12086009100,12086,Census Tract 91,Miami-Dade County,Florida,2009,observed,20.0,1.98,20.0,1.98,17.0,1.69
12086011009,12086,Census Tract 110.09,Miami-Dade County,Florida,2009,observed,19.0,11.09,17.0,9.92,13.0,7.59
12086002900,12086,Census Tract 29,Miami-Dade County,Florida,2009,observed,59.0,4.45,56.0,4.22,46.0,3.47
12086020300,12086,Census Tract 203,Miami-Dade County,Florida,2009,observed,4.0,1.56,4.0,1.56,4.0,1.56
12086009906,12086,Census Tract 99.06,Miami-Dade County,Florida,2009,observed,13.0,5.13,13.0,5.13,10.0,3.95
12086009901,12086,Census Tract 99.01,Miami-Dade County,Florida,2009,observed,137.0,7.7,123.0,6.91,71.0,3.99
12086001101,12086,Census Tract 11.01,Miami-Dade County,Florida,2009,observed,13.0,2.43,11.0,2.06,7.0,1.31
12086009021,12086,Census Tract 90.21,Miami-Dade County,Florida,2009,observed,11.0,0.85,11.0,0.85,7.0,0.54
12086011900,12086,Census Tract 119,Miami-Dade County,Florida,2009,observed,10.0,3.41,8.0,2.73,6.0,2.05
12086009904,12086,Census Tract 99.04,Miami-Dade County,Florida,2009,observed,142.0,14.07,121.0,11.99,92.0,9.12
12086006402,12086,Census Tract 64.02,Miami-Dade County,Florida,2009,observed,21.0,2.28,21.0,2.28,16.0,1.74
12086009039,12086,Census Tract 90.39,Miami-Dade County,Florida,2009,observed,40.0,14.34,37.0,13.26,22.0,7.89
12086008805,12086,Census Tract 88.05,Miami-Dade County,Florida,2009,observed,9.0,1.14,9.0,1.14,7.0,0.89
12086001005,12086,Census Tract 10.05,Miami-Dade County,Florida,2009,observed,21.0,3.74,20.0,3.57,18.0,3.21
12086000807,12086,Census Tract 8.07,Miami-Dade County,Florida,2009,observed,25.0,3.98,24.0,3.82,20.0,3.19
12086017900,12086,Census Tract 179,Miami-Dade County,Florida,2009,observed,12.0,2.74,11.0,2.51,7.0,1.6
12086012300,12086,Census Tract 123,Miami-Dade County,Florida,2009,observed,10.0,4.72,10.0,4.72,8.0,3.78
12086490100,12086,Census Tract 4901,Miami-Dade County,Florida,2009,observed,10.0,3.97,10.0,3.97,8.0,3.17
12086020200,12086,Census Tract 202,Miami-Dade County,Florida,2009,observed,38.0,10.2,37.0,9.94,26.0,6.98
12086004607,12086,Census Tract 46.07,Miami-Dade County,Florida,2009,observed,,,,,,
12086010604,12086,Census Tract 106.04,Miami-Dade County,Florida,2009,observed,9.0,9.1,9.0,9.1,7.0,7.08
12086004703,12086,Census Tract 47.03,Miami-Dade County,Florida,2009,observed,12.0,1.28,11.0,1.18,8.0,0.85
12086020100,12086,Census Tract 201,Miami-Dade County,Florida,2009,observed,8.0,3.87,7.0,3.39,7.0,3.39
12086005701,12086,Census Tract 57.01,Miami-Dade County,Florida,2009,observed,17.0,1.55,16.0,1.45,15.0,1.36
12086004602,12086,Census Tract 46.02,Miami-Dade County,Florida,2009,observed,2.0,0.78,2.0,0.78,2.0,0.78
12086002403,12086,Census Tract 24.03,Miami-Dade County,Florida,2009,observed,25.0,1.43,24.0,1.38,20.0,1.15
12086008209,12086,Census Tract 82.09,Miami-Dade County,Florida,2009,observed,3.0,1.37,2.0,0.91,2.0,0.91
12086000120,12086,Census Tract 1.20,Miami-Dade County,Florida,2009,observed,9.0,2.02,9.0,2.02,6.0,1.35
12086007806,12086,Census Tract 78.06,Miami-Dade County,Florida,2009,observed,,,,,,
12086002001,12086,Census Tract 20.01,Miami-Dade County,Florida,2009,observed,34.0,2.5,30.0,2.2,22.0,1.62
12086000410,12086,Census Tract 4.10,Miami-Dade County,Florida,2009,observed,12.0,3.05,12.0,3.05,11.0,2.8
12086009905,12086,Census Tract 99.05,Miami-Dade County,Florida,2009,observed,12.0,5.05,10.0,4.21,6.0,2.52
12086008906,12086,Census Tract 89.06,Miami-Dade County,Florida,2009,observed,16.0,2.17,15.0,2.04,9.0,1.22
12086007503,12086,Census Tract 75.03,Miami-Dade County,Florida,2009,observed,1.0,0.97,1.0,0.97,1.0,0.97
12086010704,12086,Census Tract 107.04,Miami-Dade County,Florida,2009,observed,18.0,1.86,18.0,1.86,13.0,1.35
12086000709,12086,Census Tract 7.09,Miami-Dade County,Florida,2009,observed,14.0,0.91,13.0,0.84,10.0,0.65
12086000603,12086,Census Tract 6.03,Miami-Dade County,Florida,2009,observed,11.0,2.05,10.0,1.87,6.0,1.12
12086000125,12086,Census Tract 1.25,Miami-Dade County,Florida,2009,observed,42.0,21.71,36.0,18.61,25.0,12.92
12086008202,12086,Census Tract 82.02,Miami-Dade County,Florida,2009,observed,11.0,7.45,11.0,7.45,11.0,7.45
12086004605,12086,Census Tract 46.05,Miami-Dade County,Florida,2009,observed,,,,,,
12086009043,12086,Census Tract 90.43,Miami-Dade County,Florida,2009,observed,9.0,96.23,9.0,96.23,3.0,32.08
12086008417,12086,Census Tract 84.17,Miami-Dade County,Florida,2009,observed,9.0,0.94,7.0,0.73,5.0,0.52
12086005409,12086,Census Tract 54.09,Miami-Dade County,Florida,2009,observed,64.0,7.45,63.0,7.33,53.0,6.17
12086006401,12086,Census Tract 64.01,Miami-Dade County,Florida,2009,observed,19.0,2.07,19.0,2.07,17.0,1.85
12086015700,12086,Census Tract 157,Miami-Dade County,Florida,2009,observed,6.0,5.07,6.0,5.07,5.0,4.22
12086005501,12086,Census Tract 55.01,Miami-Dade County,Florida,2009,observed,19.0,1.95,18.0,1.85,16.0,1.64
12086005901,12086,Census Tract 59.01,Miami-Dade County,Florida,2009,observed,9.0,1.43,7.0,1.11,6.0,0.95
12086011403,12086,Census Tract 114.03,Miami-Dade County,Florida,2009,observed,43.0,7.59,41.0,7.23,28.0,4.94
12086009315,12086,Census Tract 93.15,Miami-Dade County,Florida,2009,observed,9.0,1.87,9.0,1.87,6.0,1.25
12086001606,12086,Census Tract 16.06,Miami-Dade County,Florida,2009,observed,14.0,1.76,14.0,1.76,10.0,1.26
12086007704,12086,Census Tract 77.04,Miami-Dade County,Florida,2009,observed,24.0,3.44,24.0,3.44,20.0,2.86
12086006301,12086,Census Tract 63.01,Miami-Dade County,Florida,2009,observed,22.0,1.03,22.0,1.03,18.0,0.84
12086006801,12086,Census Tract 68.01,Miami-Dade County,Florida,2009,observed,9.0,2.63,9.0,2.63,8.0,2.34
12086012700,12086,Census Tract 127,Miami-Dade County,Florida,2009,observed,3.0,0.91,3.0,0.91,3.0,0.91
12086006201,12086,Census Tract 62.01,Miami-Dade County,Florida,2009,observed,14.0,2.1,13.0,1.95,10.0,1.5
12086001003,12086,Census Tract 10.03,Miami-Dade County,Florida,2009,observed,30.0,3.7,28.0,3.46,23.0,2.84
12086000604,12086,Census Tract 6.04,Miami-Dade County,Florida,2009,observed,11.0,2.05,10.0,1.86,7.0,1.3
12086000503,12086,Census Tract 5.03,Miami-Dade County,Florida,2009,observed,107.0,5.38,105.0,5.28,82.0,4.12
12086004206,12086,Census Tract 42.06,Miami-Dade County,Florida,2009,observed,17.0,1.5,17.0,1.5,10.0,0.88
12086011800,12086,Census Tract 118,Miami-Dade County,Florida,2009,observed,1.0,0.1,1.0,0.1,1.0,0.1
12086001501,12086,Census Tract 15.01,Miami-Dade County,Florida,2009,observed,44.0,4.37,40.0,3.97,33.0,3.27
12086004106,12086,Census Tract 41.06,Miami-Dade County,Florida,2009,observed,12.0,1.05,12.0,1.05,6.0,0.52
12086003100,12086,Census Tract 31,Miami-Dade County,Florida,2009,observed,127.0,8.73,124.0,8.53,99.0,6.81
12086008206,12086,Census Tract 82.06,Miami-Dade County,Florida,2009,observed,6.0,4.52,6.0,4.52,5.0,3.76
12086009031,12086,Census Tract 90.31,Miami-Dade County,Florida,2009,observed,22.0,2.3,20.0,2.09,16.0,1.67
12086006702,12086,Census Tract 67.02,Miami-Dade County,Florida,2009,observed,80.0,4.42,72.0,3.98,54.0,2.98
12086015900,12086,Census Tract 159,Miami-Dade County,Florida,2009,observed,3.0,1.25,3.0,1.25,2.0,0.83
